Entry Point: 0x7FF760250000
GObjects: 0x7FF7626E36E0
GNames: 0x7FF7626E3698

Processing Package: Core

ScriptStruct: Rotator                                          - Instance: 0x1BE7830EE00
Class: RPC_BuildBlueprint_TA                                   - Instance: 0x1BF92649400
Class: GFxData_CarColors_TA                                    - Instance: 0x1BF92649000
Class: GFxData_CarKnockOut_TA                                  - Instance: 0x1BF92648C00
Class: GFxHUD_Spectator_TA                                     - Instance: 0x1BF92648800
Class: GFxData_ChallengeObject_TA                              - Instance: 0x1BF92648400
Class: GFxData_ChallengeBase_TA                                - Instance: 0x1BF92623C00
Class: GFxData_ChallengeCurrency_TA                            - Instance: 0x1BF92623800
Class: GFxData_ChallengeRequirement_TA                         - Instance: 0x1BF92623400
Class: GFxData_ChallengeReward_TA                              - Instance: 0x1BF92623000
Class: RPC_Challenge_RequestReward_TA                          - Instance: 0x1BF92622800
Class: GFxData_Challenge_TA                                    - Instance: 0x1BF92622400
Class: GFxData_ChallengeBucket_TA                              - Instance: 0x1BF92622000
Class: GFxData_ChallengeConfig_TA                              - Instance: 0x1BF92621C00
Class: GFxData_ChallengePage_TA                                - Instance: 0x1BF92621800
Class: SpecialEventConfig_TA                                   - Instance: 0x1BF92621400
Class: SpecialEvent_TA                                         - Instance: 0x1BF92621000
Class: GFxData_WorldCupManager_TA                              - Instance: 0x1BF92620C00
Class: __GFxData_ChallengeManager_TA__HasTargetedChallengeEvent_0x1 - Instance: 0x1BF92620800
Class: GFxData_ChallengeTab_TA                                 - Instance: 0x1BF92620400
Class: ProfileQuickChatSave_TA                                 - Instance: 0x1BF925FBC00
Class: GFxData_TeamInfo_TA                                     - Instance: 0x1BF925FB400
Class: SeqAct_CinematicIntroStartNextSeq_TA                    - Instance: 0x1BF925FB000
Class: GFxData_ClientPerformanceStats_TA                       - Instance: 0x1BF925FAC00
Class: PsyNetService_ClubsInvite_TA                            - Instance: 0x1BF925FA400
Class: GFxModal_Error_TA                                       - Instance: 0x1BF925FA000
Class: GFxData_ClubsConfig_TA                                  - Instance: 0x1BF925F9C00
Class: GFxData_ClubServerBrowser_TA                            - Instance: 0x1BF925F9800
Class: GFxData_ServerBrowser_TA                                - Instance: 0x1BF925F9400
Class: RPC_NewsSendInteractionEvents_TA                        - Instance: 0x1BF925F9000
Class: RPC_CommunityNews_TA                                    - Instance: 0x1BF925F8C00
Class: RocketPassConfig_TA                                     - Instance: 0x1BF925F8800
Class: GFxData_ConnectionStats_TA                              - Instance: 0x1BF925F8400
Class: RPC_MicroTransactions_GetContainerDropTable_TA          - Instance: 0x1BF9258FC00
Class: ProfilePCSave_TA                                        - Instance: 0x1BF9258F800
Class: GFxData_Credits_TA                                      - Instance: 0x1BF9258EC00
Class: GFxData_CrumbTrails_TA                                  - Instance: 0x1BF9258E800
Class: GFxData_CustomTeams_TA                                  - Instance: 0x1BF9258E400
Class: GFxData_DateTime_TA                                     - Instance: 0x1BF9258E000
Class: ShowroomMetrics_TA                                      - Instance: 0x1BF9258DC00
Class: GFxData_DynamicLogos_TA                                 - Instance: 0x1BF9258D800
Class: PlayerInputSequence_TA                                  - Instance: 0x1BF9258D400
Class: GFxData_EngagementEventsConfig_TA                       - Instance: 0x1BF9258D000
Class: GFxData_EOSGameClipsConfig_TA                           - Instance: 0x1BF9258CC00
Class: GFxData_EOSGameClipsController_TA                       - Instance: 0x1BF9258C800
Class: GFxData_EOSGameClipsLocalPlayer_TA                      - Instance: 0x1BF9258C400
Class: GFxData_EOSGameClipsMaskArea_TA                         - Instance: 0x1BF92533C00
Class: __GFxData_EOSVoiceRoom_TA__SendChatNotification_0x1     - Instance: 0x1BF92533400
Class: GFxData_EOSVoiceUser_TA                                 - Instance: 0x1BF92533000
Class: GFxData_FirstTimeExperience_TA                          - Instance: 0x1BF92532C00
Class: GFxData_ESportConfig_TA                                 - Instance: 0x1BF92532800
Class: GFxData_EventsPageBrowser_TA                            - Instance: 0x1BF92532400
Class: PsyNetService_FaceItSearchStarted_TA                    - Instance: 0x1BF92532000
Class: GFxData_Features_TA                                     - Instance: 0x1BF92531C00
Class: TravelManager_TA                                        - Instance: 0x1BF92531000
Class: GFxData_Freeplay_TA                                     - Instance: 0x1BF92531400
Class: GFxData_FreeToPlayRewards_TA                            - Instance: 0x1BF92530C00
Class: PersonaSave_TA                                          - Instance: 0x1BF92530800
Class: __RecentPlayers_TA__UpdateFromOnline_0x2                - Instance: 0x1BF92530400
Class: __RecentPlayers_TA__RemoveRecentDuplicates_0x1          - Instance: 0x1BF924DFC00
Class: OtherPlayerProfile_TA                                   - Instance: 0x1BF924DF800
Class: GFxData_PlayerBanner_TA                                 - Instance: 0x1BF924DF400
Class: GFxData_PlayerAvatarBorder_TA                           - Instance: 0x1BF924DF000
Class: GFxData_FriendsHiddenManager_TA                         - Instance: 0x1BF924DEC00
Class: GFxData_PersonaGroup_TA                                 - Instance: 0x1BF924DE400
Class: __GFxData_Friends_TA__ReportRecentPlayerManyReasons_0x1 - Instance: 0x1BF924DE000
Class: RPC_ReportPlayer_TA                                     - Instance: 0x1BF924DDC00
Class: AntiCheatManager_TA                                     - Instance: 0x1BF924DD800
Class: __GFxData_Friends_TA__GetAnonymizedName_0x1             - Instance: 0x1BF924DD400
Class: GFxData_GameEvent_TA                                    - Instance: 0x1BF924DD000
Class: GFxData_ProductSlot_TA                                  - Instance: 0x1BF924DC800
Class: GFxData_GarageProductSlot_TA                            - Instance: 0x1BF924DCC00
Class: ICustomizableSlot                                       - Instance: 0x1BF924DC400
Class: GFxData_IntroCarSelect_TA                               - Instance: 0x1BF92493800
Class: IntroCarTemplates_TA                                    - Instance: 0x1BF92493400
Class: SeqEvent_CarSelectStart_TA                              - Instance: 0x1BF92493000
Class: GFxData_ItemShopNotification_TA                         - Instance: 0x1BF92492C00
Class: GFxData_ItemShopNotificationsConfig_TA                  - Instance: 0x1BF92492800
Class: GFxData_KismetOverlay_TA                                - Instance: 0x1BF92492400
Class: GFxData_LanBrowser_TA                                   - Instance: 0x1BF92492000
Class: GFxData_LanServer_TA                                    - Instance: 0x1BF92491C00
Class: GFxData_LanMatch_TA                                     - Instance: 0x1BF92491800
Class: LanServerMetaData_TA                                    - Instance: 0x1BF92491400
Class: GFxData_LastChanceBan_TA                                - Instance: 0x1BF92491000
Class: LeaderboardsConfig_TA                                   - Instance: 0x1BF92490C00
Class: GFxData_LegacyStatus_TA                                 - Instance: 0x1BF92490800
Class: RPC_GetLegacyStatus_TA                                  - Instance: 0x1BF92490400
Class: GFxData_LegalText_TA                                    - Instance: 0x1BF9246BC00
Class: PrivacyPolicy_TA                                        - Instance: 0x1BF9246B800
Class: GFxData_LoadoutSets_TA                                  - Instance: 0x1BF9246B400
Class: LoadoutSequencer_TA                                     - Instance: 0x1BF9246B000
Class: GFxData_LocalCar_TA                                     - Instance: 0x1BF9246AC00
Class: GFxData_PlayerVanity_TA                                 - Instance: 0x1BF9246A800
Class: SkillDecayedEvent_TA                                    - Instance: 0x1BF9246A000
Class: MainMenuMetrics_TA                                      - Instance: 0x1BF92469C00
Class: GFxData_Map_TA                                          - Instance: 0x1BF92469800
Class: GFxData_MapPrefs_TA                                     - Instance: 0x1BF92469000
Class: GFxData_MapSelection_TA                                 - Instance: 0x1BF92468C00
Class: GFxData_MatchAdmin_TA                                   - Instance: 0x1BF92468800
Class: MatchHistoryItem_TA                                     - Instance: 0x1BF92468400
Class: GFxData_MatchHistoryPlayer_TA                           - Instance: 0x1BF92417800
Class: MatchHistoryConfig_TA                                   - Instance: 0x1BF92417400
Class: RPC_GetMatchHistory_TA                                  - Instance: 0x1BF92417000
Class: MatchHistoryMetrics_TA                                  - Instance: 0x1BF92416C00
Class: GFxData_OnlineMatchStatus_TA                            - Instance: 0x1BF92416800
Class: GFxData_Regions_TA                                      - Instance: 0x1BF92416400
Class: MatchmakingViewFilters_TA                               - Instance: 0x1BF92416000
Class: MatchmakingSettingsSave_TA                              - Instance: 0x1BF92415C00
Class: GFxData_Playlist_TA                                     - Instance: 0x1BF92415800
Class: ViewingMatchmaking_TA                                   - Instance: 0x1BF92415400
Class: AntiCheatConfig_TA                                      - Instance: 0x1BF92415000
Class: MenuTreeConfig_TA                                       - Instance: 0x1BF92414800
Class: GFxData_MenuTreeNode_TA                                 - Instance: 0x1BF92414400
Class: MenuTreeNode_GenericFolder_TA                           - Instance: 0x1BF923FB400
Class: MenuTreeNode_PlaylistFolder_TA                          - Instance: 0x1BF923FB800
Class: GFxData_SaveData_TA                                     - Instance: 0x1BF923FB000
Class: MenuTreeNodeEnabledChecker_TA                           - Instance: 0x1BF923FAC00
Class: GFxData_MenuTreeNode_Custom_TA                          - Instance: 0x1BF923FA800
Class: MenuTreeNode_Custom_TA                                  - Instance: 0x1BF923FA400
Class: GFxData_MenuTreeNode_ExternalScreen_TA                  - Instance: 0x1BF923FA000
Class: MenuTreeNode_ExternalScreen_TA                          - Instance: 0x1BF923F9C00
Class: GFxData_MenuTreeNode_GenericFolder_TA                   - Instance: 0x1BF923F9800
Class: GFxData_MenuTreeNode_Playlist_TA                        - Instance: 0x1BF923F9400
Class: GFxData_MenuTreeNode_PlaylistFolder_TA                  - Instance: 0x1BF923F9000
Class: GFxData_MenuTreeNode_PrivateMatchJoin_TA                - Instance: 0x1BF923F8C00
Class: MenuTreeNode_PrivateMatchJoin_TA                        - Instance: 0x1BF923F8800
Class: GFxData_MenuTreeNode_Tournaments_TA                     - Instance: 0x1BF923F8400
Class: MenuTreeNode_Tournaments_TA                             - Instance: 0x1BF923E7C00
Class: GFxData_MicroEvent_TA                                   - Instance: 0x1BF923E7800
Class: MicroEvent_TA                                           - Instance: 0x1BF923E7400
Class: MicroEventConfig_TA                                     - Instance: 0x1BF923E7000
Class: GFxData_MiniScoreboard_TA                               - Instance: 0x1BF923E6C00
Class: RPC_MicroTransactions_GetCatalog_TA                     - Instance: 0x1BF923E6800
Class: SonyPricingInfoConfig_TA                                - Instance: 0x1BF923E6400
Class: ProductsConfig_TA                                       - Instance: 0x1BF923E6000
Class: RPC_MicroTransactions_UnlockContainer_TA                - Instance: 0x1BF923E5C00
Class: MTXPricingTableValidation_TA                            - Instance: 0x1BF923E5800
Class: RPC_MicroTransactions_StartPurchase_TA                  - Instance: 0x1BF923E5400
Class: RPC_MicroTransactions_FinalizePurchase_TA               - Instance: 0x1BF923E4C00
Class: SeqEvent_MTXGarageBlueprintPreview_TA                   - Instance: 0x1BF923E4800
Class: MultiItemDropConfig_TA                                  - Instance: 0x1BF923A3C00
Class: RewardDropGroup_TA                                      - Instance: 0x1BF923A3800
Class: GFxData_PlayerTitles_TA                                 - Instance: 0x1BF923A3400
Class: MusicTheme_TA                                           - Instance: 0x1BF923A3000
Class: MusicTracklistBuildStep_RemoveTrack_TA                  - Instance: 0x1BF923A2C00
Class: IMusicTracklist_TA                                      - Instance: 0x1BF923A2800
Class: MusicUrlConfig_TA                                       - Instance: 0x1BF923A2400
Class: MusicTracklistBuildStep_ShuffleTracks_TA                - Instance: 0x1BF923A2000
Class: MusicTracklistBuildStep_RemoveStreamerUnsafeTracks_TA   - Instance: 0x1BF923A1C00
Class: MusicThemeConfig_TA                                     - Instance: 0x1BF923A1800
Class: MusicTracklistBuildStep_CreateDefault_TA                - Instance: 0x1BF923A1400
Class: MusicMetrics_TA                                         - Instance: 0x1BF923A1000
Class: GFxData_MusicStingers_TA                                - Instance: 0x1BF923A0C00
Class: MutatorGameSettingPreset_TA                             - Instance: 0x1BF923A0800
Class: GFxData_Notification_AchievementProgress_TA             - Instance: 0x1BF9235B800
Class: Notification_AchievementProgress_TA                     - Instance: 0x1BF9235B400
Class: GFxData_Notification_AchievementUnlocked_TA             - Instance: 0x1BF9235B000
Class: Notification_AchievementUnlocked_TA                     - Instance: 0x1BF9235AC00
Class: GFxData_Notification_AntiAddiction_TA                   - Instance: 0x1BF9235A800
Class: GFxData_OnlineFreeplay_TA                               - Instance: 0x1BF9235A000
Class: GFxData_Persona_TA                                      - Instance: 0x1BF92359C00
Class: GFxData_PartyInviteNotification_TA                      - Instance: 0x1BF92359800
Class: PartyJoinRequestNotification_TA                         - Instance: 0x1BF92359400
Class: GFxData_PartyJoinRequestNotification_TA                 - Instance: 0x1BF92359000
Class: GFxData_PartyMemberProfile_TA                           - Instance: 0x1BF92358C00
Class: GFxData_PlatformAuth_TA                                 - Instance: 0x1BF92358800
Class: RPC_PlatformAuth_TA                                     - Instance: 0x1BF92358400
Class: GFxData_PlayerAvatar_TA                                 - Instance: 0x1BF932F7C00
Class: GFxData_PlayerRecord_TA                                 - Instance: 0x1BF932F7400
Class: GFxData_PlayerReport_TA                                 - Instance: 0x1BF932F7000
Class: PlayerReportConfig_TA                                   - Instance: 0x1BF932F6C00
Class: OnlineGamePlayerTitles_TA                               - Instance: 0x1BF932F6800
Class: GFxData_PreMatchLobby_TA                                - Instance: 0x1BF932F6400
Class: GFxData_PremiumGarage_TA                                - Instance: 0x1BF932F6000
Class: GFxData_SpectatorStat_TA                                - Instance: 0x1BF932F5C00
Class: GFxData_ScoreboardStat_TA                               - Instance: 0x1BF932F5800
Class: GFxData_SpectatorStatNames_TA                           - Instance: 0x1BF932F5400
Class: GFxData_ReplayViewer_TA                                 - Instance: 0x1BF932F4C00
Class: GFxData_PrivacyPolicy_TA                                - Instance: 0x1BF932F4800
Class: GFxData_Privileges_TA                                   - Instance: 0x1BF932F4400
Class: GFxData_ProductAttribute_Anthem_TA                      - Instance: 0x1BF932ABC00
Class: GFxData_ProductAttribute_Blueprint_TA                   - Instance: 0x1BF932AB800
Class: GFxData_ProductAttribute_Certified_TA                   - Instance: 0x1BF932AB400
Class: GFxData_ProductAttribute_Container_TA                   - Instance: 0x1BF932AB000
Class: GFxData_ProductAttribute_ContainerKey_TA                - Instance: 0x1BF932AAC00
Class: GFxData_ProductAttribute_CreatorDetails_TA              - Instance: 0x1BF932AA800
Class: ProductAttribute_CreatorDetails_TA                      - Instance: 0x1BF932AA400
Class: GFxData_ProductAttribute_Currency_TA                    - Instance: 0x1BF932AA000
Class: GFxData_ProductAttribute_Expiration_TA                  - Instance: 0x1BF932A9C00
Class: GFxData_ProductAttribute_Indestructible_TA              - Instance: 0x1BF932A9800
Class: GFxData_ProductAttribute_Level_TA                       - Instance: 0x1BF932A9400
Class: ProductAttribute_LevelSettings_TA                       - Instance: 0x1BF932A9000
Class: GFxData_ProductAttribute_Painted_TA                     - Instance: 0x1BF932A8C00
Class: GFxData_ProductAttribute_PostMatchCelebration_TA        - Instance: 0x1BF932A8800
Class: GFxData_ProductAttribute_ProductLink_TA                 - Instance: 0x1BF932A8400
Class: GFxData_ProductAttribute_Reactive_TA                    - Instance: 0x1BF9329BC00
Class: GFxData_ProductAttribute_Rental_TA                      - Instance: 0x1BF9329B800
Class: GFxData_ProductAttribute_Schematic_TA                   - Instance: 0x1BF9329B400
Class: GFxData_ProductAttribute_ShopItem_TA                    - Instance: 0x1BF9329B000
Class: ProductAsset_ShopItem_TA                                - Instance: 0x1BF9329AC00
Class: ProductAttribute_ShopItem_TA                            - Instance: 0x1BF9329A800
Class: GFxData_ProductAttribute_SpecialEdition_TA              - Instance: 0x1BF9329A400
Class: GFxData_ProductAttribute_TeamEdition_TA                 - Instance: 0x1BF9329A000
Class: ProductAsset_ESportsTeam_TA                             - Instance: 0x1BF93299C00
Class: GFxData_ProductAttribute_Tiered_TA                      - Instance: 0x1BF93299800
Class: GFxData_ProductAttribute_Title_TA                       - Instance: 0x1BF93299400
Class: GFxData_ProductExpirationNotification_TA                - Instance: 0x1BF93299000
Class: ProductAttribute_SpecialEditionLabel_TA                 - Instance: 0x1BF93298C00
Class: GFxData_ProductLevelUpgrade_TA                          - Instance: 0x1BF93298800
Class: GFxData_ProductsSave_TA                                 - Instance: 0x1BF93298400
Class: RPC_ProductsTradeIn_TA                                  - Instance: 0x1BF9323FC00
Class: GFxData_QuickChatBindings_TA                            - Instance: 0x1BF9323F800
Class: GFxData_RedeemCodes_TA                                  - Instance: 0x1BF9323F400
Class: GFxData_RegionRestrictions_TA                           - Instance: 0x1BF9323F000
Class: GFxData_Replay_TA                                       - Instance: 0x1BF9323EC00
Class: MatchHistoryErrors_TA                                   - Instance: 0x1BF9323E800
Class: ReplayMetrics_TA                                        - Instance: 0x1BF9323E400
Class: GFxData_Restrictions_TA                                 - Instance: 0x1BF9323D800
Class: UIUtil_TA                                               - Instance: 0x1BF9323D400
Class: GFxModal_Info_TA                                        - Instance: 0x1BF9323D000
Class: GFxData_RewardDrop_TA                                   - Instance: 0x1BF9323CC00
Class: GFxData_RewardDrop_XP_TA                                - Instance: 0x1BF9323C800
Class: GFxData_RewardDropGroup_TA                              - Instance: 0x1BF9323C400
Class: GFxData_RewardDrops_TA                                  - Instance: 0x1BF9321BC00
Class: RocketPassMetrics_TA                                    - Instance: 0x1BF9321B800
Class: GFxData_RocketPassBundleContainer_TA                    - Instance: 0x1BF9321B400
Class: RocketPassBundleContainer_TA                            - Instance: 0x1BF9321B000
Class: GFxData_RocketPassNotification_TA                       - Instance: 0x1BF9321AC00
Class: GFxData_SchematicTradeIn_TA                             - Instance: 0x1BF9321A800
Class: RPC_SchematicsTradeIn_TA                                - Instance: 0x1BF9321A400
Class: GFxData_Scoreboard_TA                                   - Instance: 0x1BF9321A000
Class: GFxData_Season_TA                                       - Instance: 0x1BF93219C00
Class: ProductAttribute_Trademark_TA                           - Instance: 0x1BF93219800
Class: ProductAttribute_DisplayLabelSlot_TA                    - Instance: 0x1BF93219400
Class: ProductAttribute_CannotBeArchived_TA                    - Instance: 0x1BF93219000
Class: GFxData_SeasonMode_TA                                   - Instance: 0x1BF93218C00
Class: GFxData_SeasonReward_TA                                 - Instance: 0x1BF93218800
Class: ServerBrowserSettingsSave_TA                            - Instance: 0x1BF93218400
Class: GFxData_ServerPerformanceStats_TA                       - Instance: 0x1BF931D7C00
Class: UserSettingObserver_TA                                  - Instance: 0x1BF931D7800
Class: UserSettingMetrics_TA                                   - Instance: 0x1BF931D7400
Class: VideoSettingsSave_TA                                    - Instance: 0x1BF931D7000
Class: SoundSettingsControllerSave_TA                          - Instance: 0x1BF931D6C00
Class: SettingsMenuConfig_TA                                   - Instance: 0x1BF931D6800
Class: VideoSettingsSavePC_TA                                  - Instance: 0x1BF931D6400
Class: VideoSettingsSaveConsole_TA                             - Instance: 0x1BF931D6000
Class: SeqEvent_WeatherToggled_TA                              - Instance: 0x1BF931D5C00
Class: TargetFindConfig_TA                                     - Instance: 0x1BF931D5800
Class: SeqEvent_UserSettingChanged_TA                          - Instance: 0x1BF931D5400
Class: GFxData_ShopAds_TA                                      - Instance: 0x1BF931D4800
Class: ShopAutoLoadHelper_TA                                   - Instance: 0x1BF931D4400
Class: ShopItemExpirationHelper_TA                             - Instance: 0x1BF93143C00
Class: LoadedMtxCatalog_TA                                     - Instance: 0x1BF93143800
Class: ShopTabs_TA                                             - Instance: 0x1BF93143400
Class: ShopTabsConfig_TA                                       - Instance: 0x1BF93143000
Class: ShopErrors_TA                                           - Instance: 0x1BF93142C00
Class: GFxData_SplitscreenMatch_TA                             - Instance: 0x1BF93142800
Class: GFxData_SupportACreator_TA                              - Instance: 0x1BF93142400
Class: RPC_SupportACreator_Get_TA                              - Instance: 0x1BF93142000
Class: RPC_SupportACreator_Clear_TA                            - Instance: 0x1BF93141C00
Class: RPC_SupportACreator_Set_TA                              - Instance: 0x1BF93141800
Class: SupportACreatorErrors_TA                                - Instance: 0x1BF93140C00
Class: RPC_ReportTextChatChannel_TA                            - Instance: 0x1BF93141000
Class: GFxData_TextChatUser_TA                                 - Instance: 0x1BF93140400
Class: GFxData_ThankYouMessageManager_TA                       - Instance: 0x1BF930F3C00
Class: ThankYouMessageConfig_TA                                - Instance: 0x1BF930F3800
Class: TourBracketSync_TA                                      - Instance: 0x1BF930F3400
Class: GFxData_TourBracketGame_TA                              - Instance: 0x1BF930F3000
Class: GFxData_TourBracketLeaderboard_TA                       - Instance: 0x1BF930F2C00
Class: TournamentSettingsSave_TA                               - Instance: 0x1BF930F2800
Class: TourCredentials_TA                                      - Instance: 0x1BF930F2400
Class: GFxData_TourCheckInError_TA                             - Instance: 0x1BF930F2000
Class: GFxData_TourConfig_TA                                   - Instance: 0x1BF930F1C00
Class: GFxData_TourDependentGame_TA                            - Instance: 0x1BF930F1800
Class: GFxData_TourDependentTeam_TA                            - Instance: 0x1BF930F1400
Class: GFxData_TourDetails_TA                                  - Instance: 0x1BF930F1000
Class: TourDetailsSync_TA                                      - Instance: 0x1BF930F0C00
Class: TourRewards_TA                                          - Instance: 0x1BF930F0800
Class: GFxData_TourMatchmaking_TA                              - Instance: 0x1BF930F0400
Class: GFxData_TourSearchResult_TA                             - Instance: 0x1BF930ABC00
Class: RPC_TourGetPublic_TA                                    - Instance: 0x1BF930AB800
Class: GFxData_TourSpectate_TA                                 - Instance: 0x1BF930AB400
Class: TourMatchServerBrowser_TA                               - Instance: 0x1BF930AB000
Class: GFxData_TourStatus_TA                                   - Instance: 0x1BF930AAC00
Class: RPC_TourCancelCreated_TA                                - Instance: 0x1BF930AA800
Class: TrainingConfig_TA                                       - Instance: 0x1BF930AA400
Class: TrainingProgressTracker_TA                              - Instance: 0x1BF930AA000
Class: GFxData_TrainingMode_TA                                 - Instance: 0x1BF930A9800
Class: GFxData_TrainingModeBrowser_TA                          - Instance: 0x1BF930A9400
Class: RPC_TrainingEditor_AddTrainingData_TA                   - Instance: 0x1BF930A9000
Class: RPC_TrainingEditor_UpdateTrainingData_TA                - Instance: 0x1BF930A8C00
Class: RPC_TrainingEditor_GetTrainingData_TA                   - Instance: 0x1BF930A8800
Class: GFxData_TrainingModeConstants_TA                        - Instance: 0x1BF930A8400
Class: RPC_TrainingEditor_DeleteTrainingData_TA                - Instance: 0x1BF9306BC00
Class: RPC_TrainingEditor_ListPlayerTrainingDataTimestamp_TA   - Instance: 0x1BF9306B000
Class: RPC_TrainingEditor_ListPlayerTrainingData_TA            - Instance: 0x1BF9306AC00
Class: RPC_TrainingEditor_BrowseTrainingData_TA                - Instance: 0x1BF9306A800
Class: RPC_TrainingEditor_GetTrainingMetadata_TA               - Instance: 0x1BF9306A400
Class: GFxData_TrainingModeEditor_TA                           - Instance: 0x1BF9306A000
Class: GFxData_UIConfig_TA                                     - Instance: 0x1BF93069C00
Class: GFxData_UserBugReport_TA                                - Instance: 0x1BF93069800
Class: UserBugReportUploader_TA                                - Instance: 0x1BF93069400
Class: UserBugReportSubmissionData_TA                          - Instance: 0x1BF93069000
Class: GFxData_ViewMetrics_TA                                  - Instance: 0x1BF93068C00
Class: ViewMetricsConfig_TA                                    - Instance: 0x1BF93068800
Class: ViewMetrics_TA                                          - Instance: 0x1BF93068400
Class: GFxData_Vote_TA                                         - Instance: 0x1BF93043C00
Class: GFxData_WebBrowser_TA                                   - Instance: 0x1BF93043800
Class: GFxData_Workshop_TA                                     - Instance: 0x1BF93043400
Class: GFxData_XP_TA                                           - Instance: 0x1BF93043000
Class: GRI_TA                                                  - Instance: 0x1BF93042800
Class: GFxData_DemoSpawnSelection_TA                           - Instance: 0x1BF93042400
Class: PickupTimer_TA                                          - Instance: 0x1BF93041C00
Class: GFxHUD_GameEditor_TA                                    - Instance: 0x1BF93041800
Class: GFxHUD_Soccar_TA                                        - Instance: 0x1BF93041400
Class: GFxHUD_KnockOut_TA                                      - Instance: 0x1BF93041000
Class: GFxHUD_Replay_TA                                        - Instance: 0x1BF93040C00
Class: GFxHUD_Season_TA                                        - Instance: 0x1BF93040800
Class: GFxHUD_Training_TA                                      - Instance: 0x1BF93040400
Class: GFxModal_Ban_TA                                         - Instance: 0x1BF92FCFC00
Class: GFxModal_FriendJoin_TA                                  - Instance: 0x1BF92FCF800
Class: GFxModal_RankedReconnect_TA                             - Instance: 0x1BF92FCF400
Class: GFxModal_TextInput_TA                                   - Instance: 0x1BF92FCF000
Class: GFxModal_Tutorial_TA                                    - Instance: 0x1BF92FCEC00
Class: GFxModal_Warning_TA                                     - Instance: 0x1BF92FCE800
Class: NameplateRenderTarget_TA                                - Instance: 0x1BF92FCE400
Class: PsyNetService_CrewUnknownStatus_TA                      - Instance: 0x1BF92FCDC00
Class: GFxData_AntiCheatStatus_TA                              - Instance: 0x1BF92FCD800
Class: RankedReconnectSave_TA                                  - Instance: 0x1BF92FCD400
Class: SeqEvent_MenuChanged_TA                                 - Instance: 0x1BF92FCCC00
Class: GFxStayAsPartyDisplayButton_TA                          - Instance: 0x1BF92FCC800
Class: GoalCrossbarVolume_TA                                   - Instance: 0x1BF92FCC400
Class: GoalCrossbarVolumeManager_TA                            - Instance: 0x1BF92F97C00
Class: GoalVolume_Hoops_TA                                     - Instance: 0x1BF92F97800
Class: HauntedBallTrapTrigger_TA                               - Instance: 0x1BF92F97400
Class: HUDActor_TA                                             - Instance: 0x1BF92F97000
Class: IDefaultProduct                                         - Instance: 0x1BF92F96C00
Class: IdleAction_TA                                           - Instance: 0x1BF92F96800
Class: IdleFeature_TA                                          - Instance: 0x1BF92F96400
Class: IdleBanFeature_TA                                       - Instance: 0x1BF92F96000
Class: IdleSystem_TA                                           - Instance: 0x1BF92F95C00
Class: IdleTimer_TA                                            - Instance: 0x1BF92F95800
Class: IdlePlayer_TA                                           - Instance: 0x1BF92F95400
Class: IdleWarning_TA                                          - Instance: 0x1BF92F95000
Class: IdleBanSystem_TA                                        - Instance: 0x1BF92F94C00
Class: TourGameUpdate_TA                                       - Instance: 0x1BF92F94800
Class: IdleKickFeature_TA                                      - Instance: 0x1BF92F94400
Class: IdleKickSystem_TA                                       - Instance: 0x1BF92F77C00
Class: IdleTrackFeature_TA                                     - Instance: 0x1BF92F77800
Class: IdleTrackSystem_TA                                      - Instance: 0x1BF92F77400
Class: IForcedProduct                                          - Instance: 0x1BF92F77000
Class: IMatchmakingViewFilter_TA                               - Instance: 0x1BF92F76C00
Class: IMicroEventConfig_TA                                    - Instance: 0x1BF92F76800
Class: MusicTracklist_TA                                       - Instance: 0x1BF92F76400
Class: InMapScoreboard_TA                                      - Instance: 0x1BF92F76000
Class: InputBufferUtil_TA                                      - Instance: 0x1BF92F75C00
Class: ItemPool_TA                                             - Instance: 0x1BF92F75800
Class: ItemPoolCycle_TA                                        - Instance: 0x1BF92F75400
Class: ItemPoolSelection_TA                                    - Instance: 0x1BF92F75000
Class: ItemPoolWeightMultiplier_TA                             - Instance: 0x1BF92F74C00
Class: JoinGameConnectionChecker_TA                            - Instance: 0x1BF92F74800
Class: K3SUserPermissionsError_TA                              - Instance: 0x1BF92F74400
Class: LightBarComponent_TA                                    - Instance: 0x1BF92F2FC00
Class: LightEnvironment_TA                                     - Instance: 0x1BF92F2F800
Class: LoadoutRenderer_TA                                      - Instance: 0x1BF92F2F000
Class: LocalizationConfig_TA                                   - Instance: 0x1BF92F2E800
Class: LocalPlayerSkillSync_TA                                 - Instance: 0x1BF92F2DC00
Class: MapGroups_TA                                            - Instance: 0x1BF92F2D800
Class: MapPrefsMetrics_TA                                      - Instance: 0x1BF92F2D400
Class: MatchCompleteMetrics_TA                                 - Instance: 0x1BF92F2D000
Class: MatchmakingViewFilter_Casual_TA                         - Instance: 0x1BF92F2CC00
Class: MatchmakingViewFilter_DebugMicroEvent_TA                - Instance: 0x1BF92F2C800
Class: MatchmakingViewFilter_Unranked_TA                       - Instance: 0x1BF92F2C400
Class: MatchmakingViewFilter_MicroEvent_TA                     - Instance: 0x1BF92EABC00
Class: MatchmakingViewFilter_Ranked_TA                         - Instance: 0x1BF92EAB800
Class: MatchmakingViewFilter_RankedSports_TA                   - Instance: 0x1BF92EAB400
Class: MatchmakingViewFilter_UnrankedSports_TA                 - Instance: 0x1BF92EAB000
